Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
HSS,HSS18X6X.250,HSS18X6X1/4,F,39.43,10.8,–,–,18.0,17.3,–,–,–,6.00,5.30,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,22.8,–,74.3,–,419,59.4,46.5,6.22,75.1,27.3,25.0,2.63,–,–,–,210,–,47.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS457.2X152.4X6.4,HSS457.2X152.4X6.4,58.7,6970,–,–,457,439,–,–,–,152,135,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,22.8,–,74.3,–,174,973,762,158,31.3,447,410,66.8,–,–,–,87400,–,782,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X16X.875,HSS16X16X7/8,F,173.43,47.7,–,–,16.0,13.6,–,–,–,16.0,13.6,–,–,–,–,–,–,–,0.875,0.814,–,–,–,–,–,–,–,–,–,–,16.7,–,16.7,–,1800,268,225,6.14,1800,268,225,6.14,–,–,–,2920,–,373,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X406.4X22.2,HSS406.4X406.4X22.2,258,30800,–,–,406,345,–,–,–,406,345,–,–,–,–,–,–,–,22.2,20.7,–,–,–,–,–,–,–,–,–,–,16.7,–,16.7,–,749,4390,3690,156,749,4390,3690,156,–,–,–,1220000,–,6110,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X16X.750,HSS16X16X3/4,F,150.75,41.5,–,–,16.0,13.9,–,–,–,16.0,13.9,–,–,–,–,–,–,–,0.750,0.698,–,–,–,–,–,–,–,–,–,–,19.9,–,19.9,–,1590,235,199,6.19,1590,235,199,6.19,–,–,–,2560,–,326,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X406.4X19.0,HSS406.4X406.4X19.0,224,26800,–,–,406,353,–,–,–,406,353,–,–,–,–,–,–,–,19.1,17.7,–,–,–,–,–,–,–,–,–,–,19.9,–,19.9,–,662,3850,3260,157,662,3850,3260,157,–,–,–,1070000,–,5340,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X16X.625,HSS16X16X5/8,F,127.37,35.0,–,–,16.0,14.3,–,–,–,16.0,14.3,–,–,–,–,–,–,–,0.625,0.581,–,–,–,–,–,–,–,–,–,–,24.5,–,24.5,–,1370,200,171,6.25,1370,200,171,6.25,–,–,–,2170,–,276,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X406.4X15.9,HSS406.4X406.4X15.9,189,22600,–,–,406,363,–,–,–,406,363,–,–,–,–,–,–,–,15.9,14.8,–,–,–,–,–,–,–,–,–,–,24.5,–,24.5,–,570,3280,2800,159,570,3280,2800,159,–,–,–,903000,–,4520,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X16X.500,HSS16X16X1/2,F,103.30,28.3,–,–,16.0,14.6,–,–,–,16.0,14.6,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,31.4,–,31.4,–,1130,164,141,6.31,1130,164,141,6.31,–,–,–,1770,–,224,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X406.4X12.7,HSS406.4X406.4X12.7,153,18300,–,–,406,371,–,–,–,406,371,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,31.4,–,31.4,–,470,2690,2310,160,470,2690,2310,160,–,–,–,737000,–,3670,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X16X.375,HSS16X16X3/8,F,78.52,21.5,–,–,16.0,15.0,–,–,–,16.0,15.0,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,42.8,–,42.8,–,873,126,109,6.37,873,126,109,6.37,–,–,–,1350,–,171,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X406.4X9.5,HSS406.4X406.4X9.5,117,13900,–,–,406,381,–,–,–,406,381,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,42.8,–,42.8,–,363,2060,1790,162,363,2060,1790,162,–,–,–,562000,–,2800,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X16X.313,HSS16X16X5/16,F,65.87,18.1,–,–,16.0,15.1,–,–,–,16.0,15.1,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,52.0,–,52.0,–,739,106,92.3,6.39,739,106,92.3,6.39,–,–,–,1140,–,144,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X406.4X7.9,HSS406.4X406.4X7.9,97.9,11700,–,–,406,384,–,–,–,406,384,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,52.0,–,52.0,–,308,1740,1510,162,308,1740,1510,162,–,–,–,475000,–,2360,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X12X.750,HSS16X12X3/4,F,130.33,35.9,–,–,16.0,13.9,–,–,–,12.0,9.91,–,–,–,–,–,–,–,0.750,0.698,–,–,–,–,–,–,–,–,–,–,14.2,–,19.9,–,1270,193,159,5.95,810,158,135.0,4.75,–,–,–,1610,–,240,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X304.8X19,HSS406.4X304.8X19,194,23200,–,–,406,353,–,–,–,305,252,–,–,–,–,–,–,–,19.1,17.7,–,–,–,–,–,–,–,–,–,–,14.2,–,19.9,–,529,3160,2610,151,337,2590,2210,121,–,–,–,670000,–,3930,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X12X.625,HSS16X12X5/8,F,110.36,30.3,–,–,16.0,14.3,–,–,–,12.0,10.3,–,–,–,–,–,–,–,0.625,0.581,–,–,–,–,–,–,–,–,–,–,17.7,–,24.5,–,1090,165,136,6.00,700,135,117,4.80,–,–,–,1370,–,204,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X304.8X15.9,HSS406.4X304.8X15.9,164,19500,–,–,406,363,–,–,–,305,262,–,–,–,–,–,–,–,15.9,14.8,–,–,–,–,–,–,–,–,–,–,17.7,–,24.5,–,454,2700,2230,152,291,2210,1920,122,–,–,–,570000,–,3340,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X12X.500,HSS16X12X1/2,F,89.68,24.6,–,–,16.0,14.6,–,–,–,12.0,10.6,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,22.8,–,31.4,–,904,135,113,6.06,581,111,96.8,4.86,–,–,–,1120,–,166,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X304.8X12.7,HSS406.4X304.8X12.7,133,15900,–,–,406,371,–,–,–,305,269,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,22.8,–,31.4,–,376,2210,1850,154,242,1820,1590,123,–,–,–,466000,–,2720,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X12X.375,HSS16X12X3/8,F,68.31,18.7,–,–,16.0,15.0,–,–,–,12.0,11.0,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,31.4,–,42.8,–,702,104,87.7,6.12,452,85.5,75.3,4.91,–,–,–,862,–,127,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X304.8X9.5,HSS406.4X304.8X9.5,102,12100,–,–,406,381,–,–,–,305,279,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,31.4,–,42.8,–,292,1700,1440,155,188,1400,1230,125,–,–,–,359000,–,2080,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X12X.313,HSS16X12X5/16,F,57.36,15.7,–,–,16.0,15.1,–,–,–,12.0,11.1,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,38.2,–,52.0,–,595,87.7,74.4,6.15,384,72.2,64.0,4.94,–,–,–,727,–,107,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X304.8X7.9,HSS406.4X304.8X7.9,85.4,10100,–,–,406,384,–,–,–,305,282,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,38.2,–,52.0,–,248,1440,1220,156,160,1180,1050,125,–,–,–,303000,–,1750,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X8X.625,HSS16X8X5/8,F,93.34,25.7,–,–,16.0,14.3,–,–,–,8.00,6.26,–,–,–,–,–,–,–,0.625,0.581,–,–,–,–,–,–,–,–,–,–,10.8,–,24.5,–,815,129,102,5.64,274,79.2,68.6,3.27,–,–,–,681,–,132,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X203.2X15.9,HSS406.4X203.2X15.9,139,16600,–,–,406,363,–,–,–,203,159,–,–,–,–,–,–,–,15.9,14.8,–,–,–,–,–,–,–,–,–,–,10.8,–,24.5,–,339,2110,1670,143,114,1300,1120,83.1,–,–,–,283000,–,2160,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X8X.500,HSS16X8X1/2,F,76.07,20.9,–,–,16.0,14.6,–,–,–,8.00,6.60,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,14.2,–,31.4,–,679,106,84.9,5.70,230,65.5,57.6,3.32,–,–,–,563,–,108,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X203.2X12.7,HSS406.4X203.2X12.7,113,13500,–,–,406,371,–,–,–,203,168,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,14.2,–,31.4,–,283,1740,1390,145,95.7,1070,944,84.3,–,–,–,234000,–,1770,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X8X.375,HSS16X8X3/8,F,58.10,16.0,–,–,16.0,15.0,–,–,–,8.00,6.95,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,19.9,–,42.8,–,531,82.1,66.3,5.77,181,50.8,45.3,3.37,–,–,–,436,–,83.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X203.2X9.5,HSS406.4X203.2X9.5,86.4,10300,–,–,406,381,–,–,–,203,177,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,19.9,–,42.8,–,221,1350,1090,147,75.3,832,742,85.6,–,–,–,181000,–,1370,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X8X.313,HSS16X8X5/16,F,48.86,13.4,–,–,16.0,15.1,–,–,–,8.00,7.13,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,24.5,–,52.0,–,451,69.4,56.4,5.80,155,43.0,38.7,3.40,–,–,–,369,–,70.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X203.2X7.9,HSS406.4X203.2X7.9,72.7,8650,–,–,406,384,–,–,–,203,181,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,24.5,–,52.0,–,188,1140,924,147,64.5,705,634,86.4,–,–,–,154000,–,1150,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X8X.250,HSS16X8X1/4,F,39.43,10.8,–,–,16.0,15.3,–,–,–,8.00,7.30,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,31.3,–,65.7,–,368,56.4,46.1,5.83,127,35.0,31.7,3.42,–,–,–,300,–,57.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X203.2X6.4,HSS406.4X203.2X6.4,58.7,6970,–,–,406,389,–,–,–,203,185,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,31.3,–,65.7,–,153,924,755,148,52.9,574,519,86.9,–,–,–,125000,–,934,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X4X.625,HSS16X4X5/8,F,76.33,21.0,–,–,16.0,14.3,–,–,–,4.00,2.26,–,–,–,–,–,–,–,0.625,0.581,–,–,–,–,–,–,–,–,–,–,3.88,–,24.5,–,539,92.9,67.3,5.06,54.1,32.5,27.0,1.60,–,–,–,174,–,60.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X101.6X15.9,HSS406.4X101.6X15.9,113,13500,–,–,406,363,–,–,–,102,57.4,–,–,–,–,–,–,–,15.9,14.8,–,–,–,–,–,–,–,–,–,–,3.88,–,24.5,–,224,1520,1100,129,22.5,533,442,40.6,–,–,–,72400,–,991,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X4X.500,HSS16X4X1/2,F,62.46,17.2,–,–,16.0,14.6,–,–,–,4.00,2.60,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,5.60,–,31.4,–,455,77.3,56.9,5.15,47.0,27.4,23.5,1.65,–,–,–,150,–,50.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X101.6X12.7,HSS406.4X101.6X12.7,92.7,11100,–,–,406,371,–,–,–,102,66.0,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,5.60,–,31.4,–,189,1270,932,131,19.6,449,385,41.9,–,–,–,62400,–,831,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X4X.375,HSS16X4X3/8,F,47.90,13.2,–,–,16.0,15.0,–,–,–,4.00,2.95,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,8.46,–,42.8,–,360,60.2,45.0,5.23,38.3,21.7,19.1,1.71,–,–,–,120,–,39.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X101.6X9.5,HSS406.4X101.6X9.5,71.2,8520,–,–,406,381,–,–,–,102,74.9,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,8.46,–,42.8,–,150,987,737,133,15.9,356,313,43.4,–,–,–,49900,–,651,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X4X.313,HSS16X4X5/16,F,40.35,11.1,–,–,16.0,15.1,–,–,–,4.00,3.13,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,10.7,–,52.0,–,308,51.1,38.5,5.27,33.2,18.5,16.6,1.73,–,–,–,103,–,33.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X101.6X7.9,HSS406.4X101.6X7.9,60.0,7160,–,–,406,384,–,–,–,102,79.5,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,10.7,–,52.0,–,128,837,631,134,13.8,303,272,43.9,–,–,–,42900,–,554,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X4X.250,HSS16X4X1/4,F,32.63,8.96,–,–,16.0,15.3,–,–,–,4.00,3.30,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,14.2,–,65.7,–,253,41.7,31.6,5.31,27.7,15.2,13.8,1.76,–,–,–,85.2,–,27.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X101.6X6.4,HSS406.4X101.6X6.4,48.6,5780,–,–,406,389,–,–,–,102,83.8,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,14.2,–,65.7,–,105,683,518,135,11.5,249,226,44.7,–,–,–,35500,–,452,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X4X.188,HSS16X4X3/16,F,24.73,6.76,–,–,16.0,15.5,–,–,–,4.00,3.48,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,20.0,–,89.0,–,193,31.7,24.2,5.35,21.5,11.7,10.8,1.78,–,–,–,65.5,–,21.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X101.6X4.8,HSS406.4X101.6X4.8,36.7,4360,–,–,406,394,–,–,–,102,88.4,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,20.0,–,89.0,–,80.3,519,397,136,8.95,192,177,45.2,–,–,–,27300,–,346,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS14X14X.875,HSS14X14X7/8,F,149.61,41.2,–,–,14.0,11.6,–,–,–,14.0,11.6,–,–,–,–,–,–,–,0.875,0.814,–,–,–,–,–,–,–,–,–,–,14.3,–,14.3,–,1170,201,167,5.33,1170,201,167,5.33,–,–,–,1910,–,281,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS355.6X355.6X22.2,HSS355.6X355.6X22.2,223,26600,–,–,356,295,–,–,–,356,295,–,–,–,–,–,–,–,22.2,20.7,–,–,–,–,–,–,–,–,–,–,14.3,–,14.3,–,487,3290,2740,135,487,3290,2740,135,–,–,–,795000,–,4610,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS14X14X.750,HSS14X14X3/4,F,130.33,35.9,–,–,14.0,11.9,–,–,–,14.0,11.9,–,–,–,–,–,–,–,0.750,0.698,–,–,–,–,–,–,–,–,–,–,17.0,–,17.0,–,1040,177,149,5.38,1040,177,149,5.38,–,–,–,1680,–,246,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS355.6X355.6X19,HSS355.6X355.6X19,194,23200,–,–,356,302,–,–,–,356,302,–,–,–,–,–,–,–,19.1,17.7,–,–,–,–,–,–,–,–,–,–,17.0,–,17.0,–,433,2900,2440,137,433,2900,2440,137,–,–,–,699000,–,4030,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS14X14X.625,HSS14X14X5/8,F,110.36,30.3,–,–,14.0,12.3,–,–,–,14.0,12.3,–,–,–,–,–,–,–,0.625,0.581,–,–,–,–,–,–,–,–,–,–,21.1,–,21.1,–,897,151,128,5.44,897,151,128,5.44,–,–,–,1430,–,208,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS355.6X355.6X15.9,HSS355.6X355.6X15.9,164,19500,–,–,356,312,–,–,–,356,312,–,–,–,–,–,–,–,15.9,14.8,–,–,–,–,–,–,–,–,–,–,21.1,–,21.1,–,373,2470,2100,138,373,2470,2100,138,–,–,–,595000,–,3410,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS14X14X.500,HSS14X14X1/2,F,89.68,24.6,–,–,14.0,12.6,–,–,–,14.0,12.6,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,27.1,–,27.1,–,743,124,106,5.49,743,124,106,5.49,–,–,–,1170,–,170,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS355.6X355.6X12.7,HSS355.6X355.6X12.7,133,15900,–,–,356,320,–,–,–,356,320,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,27.1,–,27.1,–,309,2030,1740,139,309,2030,1740,139,–,–,–,487000,–,2790,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS14X14X.375,HSS14X14X3/8,F,68.31,18.7,–,–,14.0,13.0,–,–,–,14.0,13.0,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,37.1,–,37.1,–,577,95.4,82.5,5.55,577,95.4,82.5,5.55,–,–,–,900,–,130,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS355.6X355.6X9.5,HSS355.6X355.6X9.5,102,12100,–,–,356,330,–,–,–,356,330,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,37.1,–,37.1,–,240,1560,1350,141,240,1560,1350,141,–,–,–,375000,–,2130,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS14X14X.313,HSS14X14X5/16,F,57.36,15.7,–,–,14.0,13.1,–,–,–,14.0,13.1,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,45.1,–,45.1,–,490,80.5,69.9,5.58,490,80.5,69.9,5.58,–,–,–,759,–,109,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS355.6X355.6X7.9,HSS355.6X355.6X7.9,85.3,10100,–,–,356,333,–,–,–,356,333,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,45.1,–,45.1,–,204,1320,1150,142,204,1320,1150,142,–,–,–,316000,–,1790,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS14X10X.625,HSS14X10X5/8,F,93.34,25.7,–,–,14.0,12.3,–,–,–,10.0,8.26,–,–,–,–,–,–,–,0.625,0.581,–,–,–,–,–,–,–,–,–,–,14.2,–,21.1,–,687,120,98.2,5.17,407,95.1,81.5,3.98,–,–,–,832,–,146,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS355.6X254X15.9,HSS355.6X254X15.9,139,16600,–,–,356,312,–,–,–,254,210,–,–,–,–,–,–,–,15.9,14.8,–,–,–,–,–,–,–,–,–,–,14.2,–,21.1,–,286,1970,1610,131,169,1560,1340,101,–,–,–,346000,–,2390,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
